context,first_c,second_c
宝山民警在工作中发现尸体。,救援,(捞尸体)
分局来电，发现一具浮尸，民警已到场，现需要消防打捞尸体（已通知120，如民警到场不需要，请致电120或110）,救援,(捞尸体)
派出所接报，河道内发现1尸体，需消防协助 派出所电话：57577110 ,救援,(捞尸体)
发现一具男性浮尸，杨浦民警已到，请消防到场处理。,救援,(捞尸体)
报警人称在河内看见一具尸体 正在往北漂 具体情况不清 请民警到场处理。 报警人正在八字桥上,救援,(捞尸体)
河内疑似发现一具尸体，请民警到场处理。（已通知卫生局，若民警到场确认不需急救车，请致电120或110）,救援,(捞尸体)
报警人称刚刚发现上址有1具浮尸，往东漂，请民警到场处理，已通知消防（已经通知120，如不需要救护车，请致电120或110）,救援,(捞尸体)
发现一具尸体，民警到场，需要消防前往,救援,(捞尸体)
河道清洁人员报：河道内发现1尸体，现报警人在上址等民警。请民警到场处理。已通知卫生局，如民警到场确认不用１２０，请自行通知１２０或１１０。,救援,(捞尸体)
称河内疑似有一具尸体，请民警到场处理。（已通知卫生局，若民警到场确认不需急救车，请致电120或110）已通知消防,救援,(捞尸体)
民警巡逻中发现河内有浮尸，请消防协助,救援,(捞尸体)
报警人称看到黄浦江上有一只人手 已膨胀 请民警到场处理。 （已经通知120，如不需要救护车，请致电120或110）已通知消防,救援,(捞尸体)
下午16：45分左右，公司员工发现有一具浮尸，男性，脸朝下，现还泡在水里，看起来已经泡了许久，请民警到场处理 ,救援,(捞尸体)
上址河内发现一具尸体。,救援,(捞尸体)
"河边发现一具男性尸体 请民警到场处理。已通知120,如民警到场确认无需急救车，请致电120或110。已通知消防",救援,(捞尸体)
报警人看到河里可能飘了一具女性尸体，现仍然顺着河流在飘，请民警到场处理。（已通知120，如民警到场确认不需急救车，请致电120或110）,救援,(捞尸体)
报警人称一个小孩（2-3岁）在河浜内死亡（水深：3-4米），鞋子和袜子在河边，人已经浮起来了，具体情况不明，请民警到场处理。（已通知120，如果民警到场确认无需救护，请联系120或者110）,救援,(捞尸体)
看到有1具浮尸（性别不清）请民警到场处理，已通知120到场，如不需要救护车，请民警电告120或110,救援,(捞尸体)
上址有一具尸体，请民警到场处理，通知消防,救援,(捞尸体)
发现一具浮尸,救援,(捞尸体)
发现尸体，芦潮港民警已经到场，需要消防协助,救援,(捞尸体)
"上址一个女的，漂浮在桥底下的河内，露出一个头和一双脚，年龄不详，请民警到场处理。（已通知120,如民警到场确认无需急救车，请致电120或110）已通知消防 ",救援,(捞尸体)
居民报：河内发现尸体，具体不清，请民警到场处理。已通知消防(已通知120，若民警到场无需120，请电告110或120.),救援,(捞尸体)
发现一具浮尸 男 已通知消防 （已通知１２０，如民警到场无需１２０，请致电１２０或１１０。）,救援,(捞尸体)
15710139925 发现一具浮尸 可能是男子 请民警到场处理。,救援,(捞尸体)
报警人称上址河内可能有一具体浮尸，穿着红色衣服，报警人上址等，请民警到场处理。（已通知120，若民警到场确认不需急救车，请致电120或110。）通知消防,救援,(捞尸体)
奉贤分局来电：有一具浮尸在岸边，需要消防到场配合打捞，联系电话：69110,救援,(捞尸体)
上址河内有1具浮尸，男性，请民警到场处理。（已通知120，如民警到场确认无需急救车，请致电120或110）,救援,(捞尸体)
路人：江边发现一具漂浮的尸体，疑似一男性尸体，其他不明，请民警到场处理。（已通知120，如民警到场确认无需救护车，请致电120或110。）,救援,(捞尸体)
水上保洁：有一具尸体，请民警到场处理。（已通知卫生局，如民警到场确认不用120，请自行通知120或110）,救援,(捞尸体)
路人报警：发现一个人（头朝下），具体不明，漂在河面上，请民警到场了解情况。  (已通知卫生局，如民警到场确认不用120，请自行通知120或110),救援,(捞尸体)
报警称    有一人漂浮在河内    （已通知120，如民警到场不需要，请致电120或110）,救援,(捞尸体)
报警人称老婆在捕鱼时发现，死者男性30多岁现无人围观，浮尸水面，死者衣着整齐。分局来电称需消防到场。,救援,(捞尸体)
报警人称是上址一海军部队，现在码头边江上看到一具尸体，看上去是男性，黑色上衣，(已通知120到场，如不需要救护车，请民警电告120或110)请民警到场处理,救援,(捞尸体)
发现1具浮尸，民警在场，需消防 ,救援,(捞尸体)
称河内飘着一具男性尸体 请民警到场处理。（已通知120，如民警到场无需急救车，请致电120或110。）,救援,(捞尸体)
报警人的丈母娘跳河，现徐汇民警称尸体浮在岸边，需消防再次到场帮助。 ,救援,(捞尸体)
称在上址发现一具浮尸（系报警人女友），（赵鹃，23岁，身份证：511527199711060624，联系电话：18758070657，死者衣服完整，），22号晚上联系不上，请民警到场处理。 ,救援,(捞尸体)
称上址河里浮着一具尸体，已通知120，若民警到场无需120，请电告110或120.请民警到场处理。,救援,(捞尸体)
民警在场，称之前接报 82年女子 （之前离家出走），现在小河内发现人已经死亡，需要消防前往打捞。 ,救援,(捞尸体)
河道内疑似有1具浮尸，（已通知卫生局，若民警到场确认不需急救车，请致电120或110），已通知消防,救援,(捞尸体)
发现河上有一具浮尸.22652,救援,(捞尸体)
称在河内看到一具尸体，离岸一米远，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）,救援,(捞尸体)
河道内发现一具男性浮尸 请民警到场处理。通知消防 ,救援,(捞尸体)
发现1具尸体，需消防打捞 现场民警联系电话：13386286325,救援,(捞尸体)
发现浮尸，请民警到场处理。报警人在奉柘公路浦星公路口等民警,救援,(捞尸体)
称邻居尸体在河里漂着，请民警到场处理。,救援,(捞尸体)
看见上址有一具浮尸。,救援,(捞尸体)
报警人称发现一具尸体，疑似男性，具体不清，请民警到场处理。(已通知卫生局，如民警到场确认不用120，请自行通知120或110),救援,(捞尸体)
报警人在上址发现一具男性尸体。请派遣熟悉水性的民警前往，并携带必要的救生设备，并请注意自身安全,救援,(捞尸体)
报警人系水闸工作人员称看到一死人（男 30多岁  只看到一个头 衣着整齐）现已经扣住其，未被冲走，请民警到场处理。,救援,(捞尸体)
发现一男性尸体 请民警到场处理    (已通知120，如民警到场无需救护车，请致电120或110。）  ,救援,(捞尸体)
报警人称上址河道内发现一具浮尸，请民警到场处理,救援,(捞尸体)
报警人称上址疑似有个死人 需到场打捞,救援,(捞尸体)
报警人称看到河内有一具尸体，怀疑系走失的父亲，请民警到场处理。 （内线：22670）通知消防。（已经通知120，如不需要救护车，请致电120或110）,救援,(捞尸体)
民警巡逻中发现一具尸体。（现场民警电话：13386265346）,救援,(捞尸体)
"报警人在上址河内发现母亲尸体,请民警到场处理。（已通知120，如果民警到场确认无需救护，请联系120或者110）",救援,(捞尸体)
河道内看见一个人，岸边有一双女士拖鞋，人往北面漂，请民警到场处理。已通知消防 ,救援,(捞尸体)
发现一具女性浮尸，报案在植物园的1号门等民警  通知消防 （请派遣熟悉水性的民警前往，并携带相应的救生设备。） （已通知卫生局，若民警到场确认不需急救车，请致电120或110）,救援,(捞尸体)
看到1具男性浮尸，可能溺死的，请民警到场处理。已通知消防、120,救援,(捞尸体)
上址河内看到有一具尸体，看上去像男性，(已通知120到场，如不需要救护车，请民警电告120或110)请民警到场处理,救援,(捞尸体)
报警人称发现上址河内有1老人浮在水上漂着，请民警到场处理。（已通知卫生局，如民警到场后确定无需救护车，请自行致电120或者110。）已通知消防，请派遣熟悉水性的民警前往，并携带必要的救生设备，注意自身安全 ,救援,(捞尸体)
上址河道内有一具浮尸体。请民警到场处理。（已通知卫生局，若民警到场确认不需急救车，请致电120或110）,救援,(捞尸体)
打捞尸体，联系电话：13764158746,救援,(捞尸体)
河内发现尸体 （已通知120，如民警到场确认不需急救车，请致电120或110）,救援,(捞尸体)
在河内发现一具尸体，请民警到场处理。,救援,(捞尸体)
河道里有一具浮尸，民警已到场，河道所正在处理中，捞不到，需要消防到场帮助。,救援,(捞尸体)
报警人看见一具男性浮尸 请民警到场处理。(已通知120，若民警到场无需120，请电告110或120.)已通知消防,救援,(捞尸体)
"报警人称在上址看到一具浮尸，具体不明，请民警到场处理。已通知120,如民警到场确认无需急救车，请致电120或110。",救援,(捞尸体)
有一具浮尸靠在岸边。,救援,(捞尸体)
看到上址飘着一具男尸，需消防到场帮忙。,救援,(捞尸体)
看见一具尸体，其余不明，请民警到场处理。请熟悉水性的民警携带必要的救生设备。,救援,(捞尸体)
发现一具尸体（姐姐的），昨日姐姐出门没有回家，现在找到上址看到，请民警到场处理。（已通知卫生局，若民警到场确认不需急救车，请致电120或110）,救援,(捞尸体)
报警人称发现一具男性（老人）尸体 请民警到场处理。报警人要离开 ,救援,(捞尸体)
报警人称上址有一男性浮尸  大约30多岁  (已通知120，若民警到场无需120，请电告110或120)  请民警到场处理。,救援,(捞尸体)
报警人 河内发现一男性尸体，(已通知120到场，如不需要救护车，请民警电告120或110)请民警到场处理 ,救援,(捞尸体)
上址发现一具浮尸，女性，请民警到场处理。（请派遣熟悉水性的民警前往，并携带相应的救生设备。）,救援,(捞尸体)
报警人称其儿子之前跳河（已报过警），现在上址附近河里发现其尸体，请民警到场处理。（已通知120到场，如不需要救护车，请民警电告120或110）,救援,(捞尸体)
上址河内有尸体（女），请民警到场处理。（已通知120，如果民警到场确认无需救护，请联系120或者110） 报警人在莲花路平南路口等警察 ,救援,(捞尸体)
打捞尸体 民警在场,救援,(捞尸体)
报警称  看到一具浮尸，男性，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）,救援,(捞尸体)
有一人趴着漂在上址河中间，穿着工作者，上址等，请民警到场处理。,救援,(捞尸体)
上址漂浮着一具沾满淤泥的男尸，请民警到场处理。已通知120，如到场民警反馈无需120，请致电110或120,救援,(捞尸体)
"报警人称上址有一具浮尸（像是小孩），请民警到场处理。已通知120,如民警到场确认无需急救车，请致电120或110。",救援,(捞尸体)
"上址河道内发现一具尸体,需要打捞",救援,(捞尸体)
发现池塘内有尸体，现场民警联系电话：13386284707,救援,(捞尸体)
路人报：上址有人连带电瓶车一起掉到河里，已死，具体不明，（已通知120，如果民警到场确认无需救护，请联系120或者110）已通知消防,救援,(捞尸体)
看到南泗塘河内漂着一具黑衣男尸，报警人在现场等，请民警到场处理。（已通知120，如民警到场无需救护请来电110或120）,救援,(捞尸体)
报警人称上址河浜内发生1女尸，穿短裤背心，请民警到场处理。,救援,(捞尸体)
发现1具尸体 请民警到场处理。  （已经通知消防））,救援,(捞尸体)
看到一小孩的无头尸体，请民警到场处理。（已通知卫生局，若民警到场确认不需急救车，请致电120或110）,救援,(捞尸体)
称河内有尸体，请民警到场处理。(已通知卫生局，如民警到场确认不用120，请自行通知120或110)已经通知消防。,救援,(捞尸体)
报警人看到堤上有1个男人（不知是真人还是假人）现涨潮了，对象一半在水里，(已通知120，如民警到场无需救护车，请至电110或120）,救援,(捞尸体)
报警人称上址河内有1浮尸（女），请民警到场处理。（已通知120，如果民警到场确认无需救护，请联系120或者110）,救援,(捞尸体)
"看到一具浮尸（穿着红色的衣服，男女不明 短头发，身上看不到伤痕，脸部朝下）其余情况不明，请民警到场处理。 （已通知120,如民警到场确认无需急救车，请致电120或110）请派熟悉水性的民警前往，并携带相应的救生设备 ",救援,(捞尸体)
报警人称河面上有一具尸体浮着，请熟悉水性的民警前往，并携带相应救生设备，已通知120，如民警到场确认无需120，请电告110或120.请民警到场处理。 ,救援,(捞尸体)
报警人称有1具女性尸体在上址，现民警已到场将尸体固定，需要消防帮助。,救援,(捞尸体)
"1人掉在湖里 已通知120,如民警到场确认无需急救车，请致电120或110。消防共同接听",救援,(捞尸体)
发现河道内有一具男性浮尸（已经通知120，如不需要救护车，请致电120或110）已通知消防,救援,(捞尸体)
发现浮尸，,救援,(捞尸体)
看到一具尸体（男性） 请民警到场处理。消防共同接听,救援,(捞尸体)
民警到，渔船捕鱼时，渔网内发现尸体，需帮助。,救援,(捞尸体)
发现一具尸体。（男尸）,救援,(捞尸体)
称爷爷早上出门到河道内拉螺丝 工具在岸边 人不见了 怀疑溺水意外 请民警到场处理。已通知消防,救援,(捞尸体)
发现一具男的尸体， 需要消防到场拖，派出所已在现场，消防共同接听 （已通知120，若民警到场确认无需120，请自行通知120或110）,救援,(捞尸体)
路人报：发现一具男的尸体，面朝向 （已通知120，如民警到场确认无需急救车，请致电120或110）,救援,(捞尸体)
路人报警，上址河里面漂着一具女尸，现民警已到，需消防 ,救援,(捞尸体)
疑似发现一具尸体（性别不清楚），请民警到场处理。（已通知卫生局，如民警到场确认不用１２０，请自行通知１２０或１１０。）（电告消防） ,救援,(捞尸体)
路人称上址河里有一具浮尸，男性，短发，已经发黑，请民警到场处理。（已通知120到场，如不需要救护车，请民警电告120或110）（请派遣熟悉水性的民警前往，并携带相应的救生设备，并请注意自身安全） ,救援,(捞尸体)
发现河内有一尸体。,救援,(捞尸体)
称上址大堤外的海边发现一具尸体，男性，请民警到场处理。已经通知消防 已通知120，如民警到场确认不需急救车，请致电120或110 ,救援,(捞尸体)
保洁报警，上址发现一具女性浮尸，请民警到场处理。(已通知120，若民警到场无需120，请电告110或120),救援,(捞尸体)
"看到浮尸（男），请民警到场处理。（已通知120,如民警到场确认无需急救车，请致电120或110）",救援,(捞尸体)
报警人称早上报警孩子失踪 现在上址河内发现孩子尸体 请民警到场处理。已通知消防 (已通知120，若民警到场无需120，请电告110或120.),救援,(捞尸体)
报警人称河道内有一男子人头 具体不明 请民警到场处理。,救援,(捞尸体)
报警人发现河内漂着浮尸，男性，（已通知120，如民警到场不需要，请致电120或110）请民警到场处理。,救援,(捞尸体)
河道保洁人员看到上址有1尸体，具体情况不明，已通知卫生局，如民警到场后确定无需救护车，请自行致电120或者110.，请民警到场处理。已通知消防 ,救援,(捞尸体)
报警人称在上址找人，现发现一具尸体，不清楚是否是其找的人，请民警到场处理。（已通知１２０，若民警到场无需，请电告１１０或１２０）,救援,(捞尸体)
看到浮尸，已通知120到场，如不需要救护车，请民警电告120或110。 请熟悉水性的民警到场,救援,(捞尸体)
发现一具女尸，无外伤，民警在场，需消防到场协助处理,救援,(捞尸体)
报警人称河道内疑似有一具尸体（男性），请民警到场处理。（已通知120，如民警到场确认无需急救车，请致电120或110）,救援,(捞尸体)
发现河内有一具浮尸。 现场民警电话 13386285155 ,救援,(捞尸体)
发现浮尸，联系电话：15921217210,救援,(捞尸体)
报警人看到河内漂着一具浮尸，头朝下，请民警到场处理。已通知120，如民警到场确认无需急救车，请致电120。,救援,(捞尸体)
上址一个人飘在河上，蓝色汗衫，其他不明（已通知120到场，如民警到场后，确认无需救护车请致电120或者110），请民警到场处理。（请派遣熟悉水性的民警前往，并携带必要的救生设备.）,救援,(捞尸体)
反映上址村内的河里“死了一个人”，具体情况不明，已通知消防，请民警到场处理。 （已通知120，如果民警到场确认无需救护，请联系120或者110）,救援,(捞尸体)
报警人称哥哥29号出去捞龙虾后一直没有回来，现在过来找人，现在在河内发现疑似哥哥的浮尸，请民警到场处理。(已通知120到场，如不需要救护车，请民警电告120或110),救援,(捞尸体)
报警人称在河里发现一具尸体（裸体  衣服在岸上） 已通知120，如到场民警反馈无需120，请致电110或120    请民警到场处理。,救援,(捞尸体)
发现一具浮尸，还在漂浮，请民警到场处理。,救援,(捞尸体)
报案报警，称在上址看到有一具男性尸体，具体情况不明，请民警到场处理。,救援,(捞尸体)
报警人称上址河边看到一具尸体，请民警到场处理。,救援,(捞尸体)
"发现女性浮尸,（已通知120，如民警到场确认不需急救车，请致电120或110）请民警到场处理。已通知消防",救援,(捞尸体)
发现尸体，民警到场，请消防到场协助。,救援,(捞尸体)
路人称看到有1疑似是老太尸体漂浮在上址水面上，已通知120，如到场民警反馈无需120，请致电110或120请民警到场处理。已通知消防 ,救援,(捞尸体)
发现1死尸（40岁左右、可能游野泳死亡），民警到场，需消防,救援,(捞尸体)
路人：称有个女的（20岁左右）死在水塘内（全裸），民警到场需要消防到场帮忙。现场民警联系号码：13386285809,救援,(捞尸体)
"看到河道内有1浮尸（1老太太），请民警到场处理。（已通知120,如民警到场确认无需急救车，请致电120或110）",救援,(捞尸体)
"报警人称在钓鱼，在河道的水管内看到一只脚，因水管较小具体情况看不清，请民警到场处理。（已通知120,如民警到场确认无需急救车，请致电120或110）已通知消防 ",救援,(捞尸体)
报警人称爸爸昨天走失，现在上址河道内发现了爸爸的尸体，请民警到场处理。请派熟悉水性的民警前往，并携带必要的救生设备。已通知消防，（已通知120，如民警到场确认无需救护车，请及时致电120或110）  ,救援,(捞尸体)
称看到河里有一个死尸，只看到露了一个头，往南漂移，请民警到场处理。（已通知120，如民警到场确认无需急救车，请致电120或110）已通知消防 ,救援,(捞尸体)
看到河里疑似一个男性尸体，上身赤裸，头朝下，请民警到场处理 ,救援,(捞尸体)
5分钟看到有1具男性浮尸，（已经通知120，如不需要救护车，请致电120或110），报警人已离开，请民警到场处理。,救援,(捞尸体)
河里有1女子，可能死了 脚浮起，请民警到场处理。（已通知120到场，如不需要救护车，请民警电告120或110） ,救援,(捞尸体)
查看监控发现昨日21：00，夫妻两人均跳河，现妻子尸体已浮起，丈夫可能还在河内，需要消防到场。,救援,(捞尸体)
河道清洁工报，报警人称上址疑似发现一具女尸体，请民警到场处理。(已通知120到场，如不需要救护车，请民警电告120或110),救援,(捞尸体)
发现一具男性浮尸，具体不明，请民警到场处理。（已通知120到场，如不需要救护车，请民警电告120或110）已通知消防。,救援,(捞尸体)
报警人称发现湖内有具浮尸，男性，请民警到场处理。已通知120，如民警到场确认无需急救车，请致电120。,救援,(捞尸体)
报警人看到河内漂着个人，请民警到场处理。（内线：22688）(已通知卫生局，如民警到场确认不用120，请自行通知120或110),救援,(捞尸体)
路人报1女子跳河已死亡了，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）,救援,(捞尸体)
附近农民报：称上址江边有个浮尸，不清楚性别，具体不清，请民警到场处理。（已通知１２０，如民警到场确认无需急救车，请自行致电１２０或１１０。）已通知消防 ,救援,(捞尸体)
称发现爷爷的尸体在河旁边，现场有民警，无法取尸体，需要消防到场帮助，请民警到场处理。（已通知120，如民警到场确认无需救护车，请及时致电120或110）（消防共听接听）,救援,(捞尸体)
称在上址河道内看到疑似浮尸（趴着，性别不明），(已通知120到场，如不需要救护车，请民警电告120或110)，请派遣熟悉水性的民警前往，并携带必要的救生设备，并请注意自身安全。已通知消防 ,救援,(捞尸体)
报警人称路过上址，发现路边有一电瓶车，一双拖鞋，一个手机，无人看管，担心有问题， 现尸体浮起在河内，需消防协助,救援,(捞尸体)
报警人称 在上址 江边发现尸体，后由一名保安接听称之前报过人口失踪，(已通知120到场，如不需要救护车，请民警电告120或110),救援,(捞尸体)
昨天一人跳河，现对方尸体浮起来了，请民警到场处理。（已通知120，如果民警到场确认无需救护，请联系120或者110）,救援,(捞尸体)
报警人在船上，看到新江3号船坞下面有一具尸体，请民警到场处理。通知消防 ,救援,(捞尸体)
报警人称发现有一具尸体 称会有人在上址接应民警   请民警到场处理。,救援,(捞尸体)
报警人称刚刚河里钓鱼 发现河里有一具尸体  请民警到场处理。 报警人在上址路口等民警 ,救援,(捞尸体)
称跳内有人，需消防,救援,(捞尸体)
报警人称疑似发现河内有具尸体，(已通知120到场，如不需要救护车，请民警电告120或110)请民警带好必要防具注意自身安全。,救援,(捞尸体)
路人报：称看到疑似一浮尸（一男子）具体情况不清，请民警到场处理,救援,(捞尸体)
发现浮尸。（已通知１２０，若民警到场无需救护，请自行通知１２０或１１０。）,救援,(捞尸体)
报警人称一老人疑似自己掉入河中，人已死亡，具体不明，请民警到场处理。 (已通知卫生局，如民警到场确认不用120，请自行通知120或110) ,救援,(捞尸体)
称在河内发现一具男性尸体（疑似），请民警到场处理。(已通知120到场，如不需要救护车，请民警电告120或110)报警人门口等。,救援,(捞尸体)
河内发现疑似死尸，现场需要消防，民警联系电话：13386281728,救援,(捞尸体)
看到一具浮尸，其余不明，请民警到场处理。消防共听，（已通知１２０，如民警到场确认无需急救车，请自行致电１２０或１１０）请派遣熟悉水性的民警前往，并携带相应的救生设备 ,救援,(捞尸体)
在河道内发现一个尸体（男性）尸体，请民警到场处理。（已经通知120，如不需要救护车，请致电120或110） 报警人上址等。,救援,(捞尸体)
城管报警，发现一名30岁左右男性尸体，请民警到场处理。 （内线：22670）,救援,(捞尸体)
河内发现尸体。民警到场需要消防协助,救援,(捞尸体)
小孩昨晚掉入上址河内，河边看到小孩衣服和鞋子等，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）（内线：22679）,救援,(捞尸体)
称在河道内发现1男性尸体 （已通知120，若民警到场确认不需急救车，请致电120或110。）请熟悉水性的民警到场 ,救援,(捞尸体)
路人报，称发现一具浮尸，背朝上，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）,救援,(捞尸体)
报警人称昨天16点左右发现家中90多岁的老母亲（黄园云）走失  现发现人浮在河道内  无生命体征 (已通知120，如民警到场确认 无需急救车，请自行致电120或110)  请民警到场处理 ,救援,(捞尸体)
报警人系轮渡值班长，发现男性浮尸，还在飘，请民警到场处理。 已通知消防。 （已通知120，如民警到场确认无需救护车，请及时致电120或110）,救援,(捞尸体)
"称上址发现一具尸体,请民警到场处理。(已通知120，若民警到场无需120，请电告110或120.)",救援,(捞尸体)
称发现一具浮尸，疑似男子面朝下，后电话中断反打联系暂时无法接通，已知条件处警，请民警到场处理。 ,救援,(捞尸体)
报警人称昨晚同事（男，44岁）醉酒掉水里淹死了，请民警到场处理。,救援,(捞尸体)
上址河道内发现一具男性浮尸 松江民警已到场 17132113990,救援,(捞尸体)
河内有尸体，可能是个女尸在河内往西飘，请民警到场处理。（已通知120，如果民警到场确认无需救护，请联系120或者110）,救援,(捞尸体)
娄塘民警(73899)接报，上址发现一具浮尸，请消防到场 ,救援,(捞尸体)
吴泾所民警电话 13764515862 求助 河面有一具浮尸 需要消防协助,救援,(捞尸体)
报警人称其妹夫昨天出门钓鱼后失踪，现发现其浮在水上，可能已死亡，请民警到场处理。请派遣熟悉水性的民警前往，并携带必要的救生设备，并请注意自身安全。（已通知120，若民警到场确认无需120，请自行通知120或110）,救援,(捞尸体)
报警人反映：上址桥头处有一个（麻袋拖拉的）痕迹，有疑似血的痕迹（看上去像是被拖到桥上扔到河里去了），具体情况不明 ，请民警到场处理。,救援,(捞尸体)
有一老太浮在水面上，脸朝下 ,救援,(捞尸体)
报警人在船上发生水里有死尸（背面朝上），请民警到场处理。已通知消防，（已通知120，如果民警到场确认无需救护，请联系120或者110）,救援,(捞尸体)
报警人称上址发现一具女子浮尸，请民警到场处理。（消防共同接听）,救援,(捞尸体)
"称发现一具浮尸，男性。具体不明。请派遣熟悉水性的民警到场处理并注意自身安全。（已通知120,如民警到场确认无需急救车，请致电120或110） ",救援,(捞尸体)
"路人报上址有一脸朝下的浮尸，（已通知120,如民警到场确认无需急救车，请致电120或110），请民警到场处理。通知消防 ",救援,(捞尸体)
路人报：看见现有1尸体飘在河内，疑似男子，穿着白色衬衫，请民警到场处理(已通知120到场，如不需要救护车，请民警电告120或110) ,救援,(捞尸体)
路人报，上址一具男性尸体在河面漂浮，请民警到场处理。请派熟悉水性的民警前往，并携带相应的救生设备(已通知120，如民警到场无需救护车，请至电110或120）,救援,(捞尸体)
河内有一具尸体，男性，死因不明，请民警到场处理。（已通知120救护车，如民警到场确认无需120救护车，请致电110或120）,救援,(捞尸体)
称发现一具男性死尸，其余不明，请民警到场处理。（已通知120，如果民警到场确认无需救护，请联系120或者110）请熟悉水性的民警携带必要的救生设备。,救援,(捞尸体)
打捞尸体，民警在现场， 现场联系号码：18717941314,救援,(捞尸体)
报警人称垃圾打捞船在打捞垃圾的时候，发现一具男性浮尸，现报警人在上址等民警，请民警到场处理 已通知消防 (已通知120到场，如不需要救护车，请民警电告120或110),救援,(捞尸体)
发现上址河道内有一具女尸体，已通知120，如民警到场确认无需急救车，请致电120。请民警到场处理。,救援,(捞尸体)
工地河内发现一具尸体，请民警到场处理。（已经通知120，如不需要救护车，请致电120或110）,救援,(捞尸体)
看到一具浮尸，请民警到场处理。,救援,(捞尸体)
报警人看见小河内有一具尸体，报警人在加油站门口等，已通知消防，请民警到场处理。,救援,(捞尸体)
报警人在钓鱼时候在河道内发现一具女性尸体，请民警到场处理。,救援,(捞尸体)
（55896915）称上址有一个死人漂浮在河面上，杨浦民警已经到现场，需消防配合。,救援,(捞尸体)
报警人称看到上址1男子浮在水上，已经死亡，具体不明，请民警到场处理。 （已通知120，如民警到场确认无需急救车，请致电120或110）  ,救援,(捞尸体)
看到上址有一具浮尸，性别不明，请民警到场处理。已通知消防,救援,(捞尸体)
保洁工报警 看到河里有一具女性尸体，具体情况不明，民警到场，请消防到场打捞,救援,(捞尸体)
河里发现一具男性尸体 （已通知120，如民警到场确认无需救护车，请致电120或110） 请民警到场处理,救援,(捞尸体)
路人报，上址河道内有一具尸体，报警人不方便等民警到场，请民警到场处理。（已经通知120，如不需要救护车，请致电120或110）已通知消防 请派熟悉水性的民警前往，并携带相应的救生设备,救援,(捞尸体)
派出所民警工作中发现一具尸体。(民警在场，请消防到场配合处置）,救援,(捞尸体)
称其看到河道内有一具浮尸 身体正面朝下 现尸体往淞虹路桥方向漂浮  请民警到场处理。已通知卫生局，如民警到场后确定无需救护车，请自行致电120或者110. 通知消防长宁散发,救援,(捞尸体)
河内发现一具女性尸体，70多岁，衣着完好，河内有血迹，请民警到场处理。（已通知120，如民警到场确认无需救护车，请及时致电120或110）请派熟悉水性的民警前往，并携带必要的救生设备。,救援,(捞尸体)
看到一具类似中年男子浮尸，通知消防，（已通知120，如民警到场确认不需急救车，请致电120或110），请民警到场处理。,救援,(捞尸体)
报警人系路人，称上址河道内疑似有一浮尸，长发，头朝下 ，现无人围观，请民警到场处理。已通知120到场，如不需要救护车，请民警电告120或110 ,救援,(捞尸体)
上址有一男子已跳河，人已死亡，飘到河边上，请民警到场处理。（已通知120，如民警到场确认无需急救车，请致电120或110） ,救援,(捞尸体)
报警人称看见一男尸，请民警到场处理。,救援,(捞尸体)
发现母亲在上址小区内跳湖，其母亲患有抑郁症，（已通知120，如民警到场后确认无需120，请致电110或120。）报警人在上址等民警，请民警到场处理。,救援,(捞尸体)
发现浮尸（男子），民警已到现场，因浮尸在河中间，需要消防帮助。,救援,(捞尸体)
称看到有人浮在水里，自动中断，请民警到场处理。（已经通知120，如不需要救护车，请致电120或110）    经查昨日有来电报警人员走失，地址：水清一村21号602室,救援,(捞尸体)
巡逻民警发现上址有一具男性浮尸，需消防协助。,救援,(捞尸体)
报警人称上址河内有浮尸，请民警到场处理。,救援,(捞尸体)
上址有人死亡，死在湖里（人已浮起来），请民警到场处理。（已通知120，如果民警到场确认无需救护，请联系120或者110）,救援,(捞尸体)
之前报过警（报警人父亲捕鱼可能落水）刚收到消息，有人在上址看到报警人父亲的尸体，现未漂着，来电需要捕捞，请民警到场处理。,救援,(捞尸体)
1老人（85岁）在27号早上落水，现在发现在上址河内，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）请派遣熟悉水性的民警前往，并携带相应的救生设备。（消防共同接听）,救援,(捞尸体)
开门 报警人78岁老伴患有脑梗在家 无法行动 ,救援,(救助人员)
一老人坐在黄浦江边上，上不了岸，需民警帮助，请民警到场处理。（请派遣熟悉水性的民警前往，并携带相应的救生设备）,救援,(救助人员)
报警人的丈夫不小心掉至窗外，现在吊在2楼和1楼之间，请民警到场处理。（已通知120，如果民警到场确认无需救护，请联系120或者110）已通知消防,救援,(救助人员)
一人掉在码头上，平台上，男子，可能上班时候发生，人伤重，请民警到场处理。 （已通知１２０，如民警到场确认无需急救车，请自行致电１２０或１１０）请民警携带必要的防护装备，并做好自身防护措施  已经通知119  ,救援,(救助人员)
报警人称上址 有个老头 在2楼的屋檐上  拉着个空调管子  要掉落了 ，（已通知120到场，如不需要救护车，请民警电告120或110）     请民警到场处理。,救援,(救助人员)
开门锁 老人被锁  （消防共同接听）,救援,(救助人员)
称2岁小孩反锁在房间里，请民警到场处理。,救援,(救助人员)
